correct,in_candidates,correct_spelling,misspelling,phoneme_rep,suggested,suggested_phoneme,candidates
1.0,1.0,address,adress,AH D R EH S,address,AE D R EH S,"['address', 'address', 'oppress', 'egress', 'stress', 'advice', 'obsess', 'unless', 'adroit', 'across']"
1.0,1.0,addressable,addresable,AH D R EH Z AH B AH L,addressable,AE D R EH S AH B AH L,"['addressable', 'advisable', 'adorable']"
1.0,1.0,addressable,adresable,AH D R EH S AH B AH L,addressable,AE D R EH S AH B AH L,"['addressable', 'admissible', 'adorable']"
1.0,1.0,addressable,adressable,AH D R EH S AH B AH L,addressable,AE D R EH S AH B AH L,"['addressable', 'admissible', 'adorable']"
1.0,1.0,addressing,addresing,AH D R IY S IH NG,addressing,AE D R EH S IH NG,"['addressing', 'oppressing', 'unceasing', 'adhesive', 'adhering', 'releasing', 'policing', 'adorning', 'recessing', 'reversing']"
1.0,1.0,addressing,adresing,AH D R IY S IH NG,addressing,AE D R EH S IH NG,"['addressing', 'oppressing', 'unceasing', 'adhesive', 'adhering', 'releasing', 'policing', 'adorning', 'recessing', 'reversing']"
0.0,0.0,dressing,adressing,AH D R EH S IH NG,addressing,AE D R EH S IH NG,"['addressing', 'oppressing', 'stressing', 'obsessing', 'addresses', 'addresses', 'aggressive', 'oppresses', 'oppressive', 'adhering']"
0.0,1.0,adequate,adecuate,AE D AH K Y UW EY T,eradicate,IH R AE D AH K EY T,"['eradicate', 'advocates', 'abdicates', 'actuator', 'adequate', 'advocate', 'abdicate']"
1.0,1.0,adhering,adhearing,AE D HH IY R IH NG,adhering,AH D HH IH R IH NG,"['adhering', 'admiring', 'rehearing', 'adhesive', 'endearing', 'addressing', 'hearings', 'hearing']"
0.0,1.0,administrate,adminstrate,AE D M IH N S T R EY T,demonstrate,D EH M AH N S T R EY T,"['demonstrate', 'administrate']"
0.0,1.0,administration,adminstration,AE D M IH N S T R EY SH AH N,demonstration,D EH M AH N S T R EY SH AH N,"['demonstration', 'administration', 'ministration', 'ministrations', 'administrations']"
0.0,0.0,administrative,adminstrative,AE D M IH N S T R AH T IH V,demonstrative,D IH M AA N S T R AH T IH V,['demonstrative']
1.0,1.0,admissibility,admissability,AE D M IH S AH B IH L IH T IY,admissibility,AH D M IH S AH B IH L AH T IY,"['admissibility', 'disability']"
1.0,1.0,admissible,admissable,AH D M IH S AH B AH L,admissible,AH D M IH S AH B AH L,"['admissible', 'permissible', 'medicinal', 'discernible', 'immiscible', 'inadmissible', 'miscible']"
1.0,1.0,admission,addmission,AH D M IH SH AH N,admission,AH D M IH SH AH N,"['admission', 'admission', 'attrition', 'remission', 'addiction', 'commission', 'adoption', 'permission', 'admitted', 'ambition']"
1.0,1.0,adolescent,adolecent,AE D OW L EH S AH N T,adolescent,AE D OW L EH S AH N T,"['adolescent', 'adolescent', 'adolescence', 'adolescence', 'adolescents', 'adolescents']"
1.0,1.0,adopt,addopt,AH D AA P T,adopt,AH D AA P T,"['adopt', 'adept', 'adapt', 'stopped', 'addict', 'adult', 'cropped', 'dropped', 'propped', 'swapped']"
1.0,1.0,adopted,addopted,AH D AA P T IH D,adopted,AH D AA P T AH D,"['adopted', 'adapted', 'adoptive', 'adopting', 'adopters', 'addicted', 'adaptive', 'adapting', 'erupted', 'erupted']"
1.0,1.0,adoptive,addoptive,AH D AA P T IH V,adoptive,AH D AA P T IH V,"['adoptive', 'adaptive', 'adopting', 'addictive', 'adopted', 'adopters', 'adapted', 'adapting', 'eruptive', 'eruptive']"
1.0,1.0,advertisement,advertisment,AE D V ER T IH Z M AH N T,advertisement,AE D V ER T AH Z M AH N T,"['advertisement', 'advertisement', 'advertisements']"
1.0,1.0,advertisements,advertisments,AE D V ER T IH Z M AH N T S,advertisements,AE D V ER T AY Z M AH N T S,"['advertisements', 'advertisement', 'advertisement']"
1.0,1.0,advised,adviced,AE D V AY S T,advised,AE D V AY Z D,"['advised', 'advisor', 'adviser', 'advent', 'divest', 'divest', 'digest', 'digest', 'saddest', 'driest']"
1.0,1.0,aerial,aeriel,EH R IY AH L,aerial,EH R IY AH L,"['aerial', 'ariel', 'areas', 'aureole', 'oriole', 'arian', 'elliott', 'elliot', 'eliot', 'creole']"
1.0,1.0,aerials,aeriels,EH R IY AH L Z,aerials,EH R IY AH L Z,"['aerials', 'orioles', 'creoles', 'trials', 'engels', 'ordeals', 'airfield', 'airlines', 'emerald', 'heirlooms']"
0.0,0.0,effort,affort,AH F AO R T,afford,AH F AO R D,"['afford', 'abort', 'assort', 'apart', 'accord', 'aboard', 'award', 'adored', 'assault', 'sport']"
1.0,1.0,effort,efford,EH F ER D,effort,EH F ER T,"['effort', 'offered', 'entered', 'aphid', 'aphid', 'effete', 'occurred', 'ebert', 'ebbed', 'echoed']"
1.0,1.0,efforts,effords,EH F ER D Z,efforts,EH F ER T S,"['efforts', 'aphids', 'aphids', 'affirms', 'innards', 'cowards', 'affirmed', 'treads', 'sleds', 'fords']"
1.0,1.0,aficionado,afficionado,AH F IY SH Y AH N AA D OW,aficionado,AH F IY SH Y AH N AA D OW,"['aficionado', 'aficionados']"
1.0,1.0,aficionados,afficionados,AH F IH SH AH N AA D OW Z,aficionados,AH F IH SH AH N AA D OW Z,"['aficionados', 'aficionado']"
0.0,0.0,again,agian,EY JH IY AH N,aegean,EY JH IY AH N,"['aegean', 'avian', 'alien', 'achaean', 'evian', 'odeon', 'arian', 'aryan', 'ageless', 'apron']"
0.0,0.0,vagina,agina,AA JH IY N AH,athena,AE TH IY N AH,"['athena', 'alana', 'alisha', 'rowena', 'marina', 'purina', 'farina', 'hyena', 'agana', 'sienna']"
1.0,1.0,aggravate,agravate,AE G R AH V EY T,aggravate,AE G R AH V EY T,"['aggravate', 'aggregate', 'aggregate', 'activate', 'abrogate', 'salivate', 'renovate', 'aggravates', 'aggregates', 'aggravated']"
1.0,1.0,aggregate,agregate,AE G R AH G EY T,aggregate,AE G R AH G EY T,"['aggregate', 'aggregate', 'abrogate', 'aggravate', 'relegate', 'navigate', 'alligator', 'aggregates', 'segregate', 'irrigator']"
1.0,1.0,aggregates,agregates,AE G R AH G EY T S,aggregates,AE G R AH G EY T S,"['aggregates', 'aggregates', 'aggravates', 'navigates', 'aggregate', 'aggregate', 'abrogate', 'aggravate', 'aggregated', 'segregate']"
1.0,1.0,aggression,agression,AH G R EH SH AH N,aggression,AH G R EH SH AH N,"['aggression', 'oppression', 'accretion', 'accession', 'obsession', 'attrition', 'abortion', 'recession', 'affection', 'recession']"
1.0,1.0,aggressive,agressive,AH G R EH S IH V,aggressive,AH G R EH S IH V,"['aggressive', 'oppressive', 'abrasive', 'aggressors', 'obsessive', 'oppresses', 'oppressing', 'offensive', 'recessive', 'possessive']"
1.0,1.0,aggressively,agressively,AH G R EH S IH V L IY,aggressively,AH G R EH S IH V L IY,"['aggressively', 'offensively', 'progressive', 'aggressive']"
1.0,1.0,aggrieved,agrieved,AH G R IY V D,aggrieved,AH G R IY V D,"['aggrieved', 'aground', 'approved', 'agreeing', 'relieved', 'relieved', 'received', 'received', 'received', 'relived']"
0.0,0.0,agree,agre,EY G ER,agar,EY G ER,"['agar', 'eager', 'eger', 'acre', 'egger', 'ogre', 'auger', 'augur', 'aver', 'amer']"
1.0,1.0,agreed,agred,AH G R EH D,agreed,AH G R IY D,"['agreed', 'unread', 'accrued', 'afraid', 'agrees', 'egghead', 'egress', 'abroad', 'spread', 'unsaid']"
1.0,1.0,agreeing,agreing,AH G R IY IH NG,agreeing,AH G R IY IH NG,"['agreeing', 'accruing', 'wearying', 'carrying', 'carrying', 'dairying', 'ferrying', 'marrying', 'varying', 'burying']"
1.0,1.0,agreement,aggreement,AH G R IY M AH N T,agreement,AH G R IY M AH N T,"['agreement', 'appeasement', 'achievement', 'vehement', 'repayment', 'treatment', 'immigrant', 'emigrant', 'agrarian', 'gradient']"
0.0,0.0,agriculturist,agriculturalist,AE G R AH K AH L CH ER AH L AH S T,,,[]
1.0,1.0,airborne,airbourne,EH R B AO R N,airborne,EH R B AO R N,"['airborne', 'unborn', 'inborn', 'osborne', 'osborn', 'airport', 'reborn', 'seaborne', 'newborn', 'lebrun']"
1.0,1.0,airports,airporta,EH R P AO R T AH,airports,EH R P AO R T S,"['airports', 'reporter', 'reports', 'reports', 'export', 'portrait', 'airport', 'portico', 'portals', 'carport']"
1.0,1.0,alcohol,alchohol,AE L CH AH HH AA L,alcohol,AE L K AH HH AA L,['alcohol']
0.0,1.0,alcoholic,alcoholical,AE L K AH HH AA L IH K AH L,alcoholics,AE L K AH HH AA L IH K S,"['alcoholics', 'alcoholic']"
0.0,1.0,algebraic,algebraical,AE L JH AH B R EY IH K AH L,algebraically,AE L JH AH B R EY IH K L IY,"['algebraically', 'algebraic']"
1.0,1.0,algorithm,algoritm,AE L G ER IH T AH M,algorithm,AE L G ER IH DH AH M,"['algorithm', 'logarithm', 'algorithms']"
1.0,1.0,algorithms,algoritms,AE L G ER IH T AH M Z,algorithms,AE L G ER IH DH AH M Z,"['algorithms', 'logarithms', 'algorithm']"
1.0,1.0,allege,alege,AH L IY JH,allege,AH L EH JH,"['allege', 'elise', 'aliyah', 'allays', 'allayed', 'elaine', 'alleys', 'bleach', 'elite', 'ilene']"
1.0,1.0,allege,alledge,AH L EH JH,allege,AH L EH JH,"['allege', 'sledge', 'pledge', 'fledge', 'allays', 'allayed', 'allies', 'allied', 'sludge', 'elaine']"
1.0,1.0,alleged,aleged,AH L EH JH D,alleged,AH L EH JH D,"['alleged', 'pledged', 'fledged', 'aligned', 'adjudged', 'dredged', 'amend', 'attend', 'allured', 'ascend']"
1.0,1.0,alleged,alledged,AE L IH JH D,alleged,AH L EH JH D,"['alleged', 'pledged', 'allergy', 'fledged', 'bridged', 'slimmed', 'cleared', 'alford', 'emerged', 'eyelids']"
1.0,1.0,alleges,alledges,AH L EH JH IH Z,alleges,AH L EH JH IH Z,"['alleges', 'alleging', 'pledges', 'dredges', 'allergic', 'alleles', 'pledging', 'assesses', 'fledging', 'blesses']"
0.0,0.0,allegiance,alegience,AE L AH JH IY AH N S,algerian,AE L JH IH R IY AH N,"['algerian', 'galilean', 'dalliance', 'halogen']"
1.0,1.0,allegiance,allegience,AH L IY JH AH N S,allegiance,AH L IY JH AH N S,"['allegiance', 'emergence', 'appliance', 'alumnus', 'violence', 'dalliance', 'ugliest', 'ugliness', 'salinas', 'regents', 'reagents']"
1.0,1.0,alleviate,alliviate,AH L IH V IY EY T,alleviate,AH L IY V IY EY T,"['alleviate', 'affiliate', 'officiate', 'bolivia', 'olivier', 'alleviates']"
1.0,1.0,allophone,allopone,AE L AH P OW N,allophone,AE L AH F OW N,"['allophone', 'alamein', 'acetone', 'alagoas', 'adipose', 'allison', 'alison', 'allyson', 'allergen', 'albion']"
1.0,1.0,allophones,allopones,AE L AH P OW N Z,allophones,AE L AH F OW N Z,"['allophones', 'alimony', 'allergens', 'chaperones', 'falcons', 'galleons', 'chaplains', 'calipers', 'allophone', 'alagoas']"
0.0,0.0,lot,alot,AH L AA T,allot,AH L AA T,"['allot', 'alight', 'alert', 'slot', 'clot', 'plot', 'blot', 'allied', 'allowed', 'aloud']"
1.0,1.0,allotted,alotted,AH L AA T IH D,allotted,AH L AA T IH D,"['allotted', 'alerted', 'slotted', 'clotted', 'plotted', 'allotting', 'awaited', 'elated', 'swatted', 'plodded']"
0.0,1.0,illusion,alusion,AH L UW ZH AH N,allusion,AH L UW ZH AH N,"['allusion', 'illusion', 'aleutian', 'aversion', 'occasion', 'fusion', 'gluten', 'alluded', 'evelyn', 'alumni']"
1.0,1.0,almost,almsot,AA L M S AA T,almost,AO L M OW S T,"['almost', 'comsat', 'ocelot', 'oblast', 'mascot', 'calmest', 'lamont', 'zoloft', 'calmest', 'almaty']"
0.0,0.0,almost,alomst,AE L AH M S T,animate,AE N AH M AH T,"['animate', 'animate', 'slumped', 'plumped', 'allocate', 'alamein', 'plummet', 'amongst', 'eldest', 'earliest']"
0.0,0.0,already,alreayd,AO L R EY D,alright,AO L R AY T,"['alright', 'altered', 'always', 'afraid', 'strayed', 'sprayed', 'tirade', 'arcade', 'ornate', 'orchard']"
0.0,0.0,also,alsot,AO L S AH T,onset,AO N S EH T,"['onset', 'alright', 'offset', 'offset', 'orbit', 'olcott', 'orson', 'olson', 'olsen', 'exit']"
0.0,0.0,also,aslo,AE S L OW,oslo,AA Z L OW,"['oslo', 'afro', 'attlee', 'ashley', 'aster', 'astor', 'adler', 'aglow', 'asper', 'asker']"
0.0,1.0,although,altho,AE L TH OW,alto,AE L T OW,"['alto', 'alpo', 'elmo', 'elbow', 'although', 'alpha', 'altai', 'algae', 'alba', 'alger']"
0.0,0.0,although,althought,AO L TH AO T,alright,AO L R AY T,"['alright', 'methought', 'rethought', 'altered', 'altos', 'alton', 'alters', 'altars', 'aloft', 'glossed']"
0.0,0.0,although,altough,AO L T AH F,alton,AO L T AH N,"['alton', 'altos', 'alters', 'altars', 'altered', 'elton', 'austin', 'often', 'alright', 'lotus']"
0.0,0.0,always,alwasy,AO L W AH S IY,albany,AO L B AH N IY,"['albany', 'bluesy', 'policy', 'fallacy', 'lunacy', 'jealousy', 'legacy', 'lugosi', 'falsely', 'wallets']"
0.0,0.0,always,alwyas,AE L W AY AH S,allergists,AE L ER JH AH S,"['allergists', 'anschluss', 'alliance', 'whiteness', 'lightness', 'cashless', 'likeness', 'lifeless', 'backless', 'nablus']"
0.0,0.0,armature,amature,AE M AH CH UH R,amateurs,AE M AH CH ER Z,"['amateurs', 'mature', 'matures', 'samurai', 'missouri', 'mature', 'amateur', 'manure', 'maturing']"
1.0,1.0,amend,ammend,AH M EH N D,amend,AH M EH N D,"['amend', 'attend', 'offend', 'append', 'ascend', 'almond', 'amount', 'attained', 'unearned', 'aligned']"
0.0,1.0,amendment,admendment,AH D M EH N D M AH N T,commandment,K AH M AE N D M AH N T,"['commandment', 'commencement', 'amendment', 'amendments']"
1.0,1.0,amendment,amendmant,AH M EH N D M AH N T,amendment,AH M EH N D M AH N T,"['amendment', 'attendants', 'wonderment', 'amendments', 'commandment', 'attendant', 'commencement', 'ascendant', 'endowments', 'endowment']"
1.0,1.0,amendment,ammendment,AH M EH N D M AH N T,amendment,AH M EH N D M AH N T,"['amendment', 'attendants', 'wonderment', 'amendments', 'commandment', 'attendant', 'commencement', 'ascendant', 'endowments', 'endowment']"
1.0,1.0,among,amoung,AH M AW NG,among,AH M AH NG,"['among', 'aiming', 'along', 'upping', 'hmong', 'amass', 'avowed', 'allows', 'amman', 'allowed', 'aloud']"
1.0,1.0,annual,anual,AE N Y UW AH L,annual,AE N Y UW AH L,"['annual', 'annabelle', 'animal', 'anibal', 'annular', 'usual', 'annabel', 'anatole', 'renewal', 'angelo']"
1.0,1.0,analogous,analagous,AH N AE L AH G AH S,analogous,AH N AE L AH G AH S,"['analogous', 'unbalance']"
0.0,1.0,analogous,analogeous,AH N AE L AH JH IH S,analogies,AH N AE L AH JH IY Z,"['analogies', 'analogous', 'annapolis', 'unbalance', 'analogy']"
1.0,1.0,analytic,analitic,AE N AH L IH T IH K,analytic,AE N AH L IH T IH K,"['analytic', 'anabolic', 'analysts', 'ballistic', 'catalytic', 'politico', 'analyst', 'analytical', 'analytically']"
0.0,0.0,and,anbd,AE N B D,anode,AE N OW D,"['anode', 'entered', 'annoyed', 'amber', 'honoured', 'enid', 'andy', 'annas', 'alba', 'ribbed']"
1.0,1.0,androgynous,androgenous,AE N D R AO JH AH N AH S,androgynous,AE N D R AO JH AH N AH S,"['androgynous', 'androgyny']"
1.0,1.0,androgyny,androgeny,AE N D R AA JH AH N IY,androgyny,AE N D R AO JH AH N IY,['androgyny']
1.0,1.0,annihilation,anihilation,AH N AY AH L EY SH AH N,annihilation,AH N AY AH L EY SH AH N,"['annihilation', 'insulation', 'inhalation', 'ionization', 'conflation', 'convulsion', 'violation', 'isolation', 'violations']"
1.0,1.0,announced,anounced,AH N AW N S T,announced,AH N AW N S T,"['announced', 'announcer', 'trounced', 'annexed', 'against', 'against', 'unrest', 'unjust', 'amounts', 'accounts']"
0.0,0.0,annulled,annuled,AE N Y UW L D,unused,AH N Y UW Z D,"['unused', 'annular', 'annual', 'annuals', 'antlered', 'annelid', 'fuelled', 'valued', 'yuletide', 'lanyard']"
1.0,1.0,anoint,annoint,AH N OY N T,anoint,AH N OY N T,"['anoint', 'appoint', 'unearned', 'amount', 'unknowns', 'adjoins', 'announce', 'account', 'annoying', 'ascent', 'assent']"
1.0,1.0,anointed,annointed,AH N OY N T IH D,anointed,AH N OY N T IH D,"['anointed', 'appointed', 'appointed', 'amounted', 'appointive', 'appointing', 'accounted', 'undoubted', 'undated', 'unrated']"
0.0,0.0,anointing,annointing,AH N OY N T IH NG,appointing,AH P OY N T IH NG,"['appointing', 'anointed', 'unending', 'amounting', 'announcing', 'accounting', 'unseating', 'unwitting', 'appointed', 'appointive']"
0.0,0.0,anoints,annoints,AH N OY N T S,appoints,AH P OY N T S,"['appoints', 'amounts', 'appointee', 'appointee', 'accounts', 'annoyance', 'agents', 'announced', 'announcer', 'fronts']"
1.0,1.0,anomalies,anomolies,AH N AA M AH L IY Z,anomalies,AH N AA M AH L IY Z,"['anomalies', 'anomalous', 'novelties', 'anomaly', 'nominees', 'monopolies', 'monopoly', 'nominally', 'uncommonly']"
1.0,1.0,anomalous,anomolous,AH N AA M AH L AH S,anomalous,AH N AA M AH L AH S,"['anomalous', 'anomalies', 'anonymous', 'accomplice', 'romulus', 'nominates', 'anomaly', 'novelist', 'phenomena']"
1.0,1.0,anomaly,anomoly,AH N AA M AH L IY,anomaly,AH N AA M AH L IY,"['anomaly', 'anemone', 'uneasily', 'normally', 'unseemly', 'untimely', 'unsullied', 'commonly', 'uncommon', 'novelty']"
1.0,1.0,anonymity,anonimity,AE N AH N IH M IH T IY,anonymity,AE N AH N IH M IH T IY,"['anonymity', 'unanimity']"
0.0,1.0,anything,anytying,EH N IY T IY IH NG,emptying,EH M P T IY IH NG,"['emptying', 'enacting', 'endearing', 'enticing', 'unseating', 'mentoring', 'entreaty', 'entering', 'emptying', 'anything']"
1.0,1.0,anywhere,anyhwere,EH N IY W EH R,anywhere,EH N IY W EH R,"['anywhere', 'unaware', 'anyways', 'anyone', 'anyone', 'anymore', 'elsewhere', 'freeware', 'knitwear', 'neckwear']"
1.0,1.0,apart,appart,AH P AA R T,apart,AH P AA R T,"['apart', 'abort', 'assort', 'sport', 'appeared', 'urquhart', 'sparred', 'apollo', 'appears', 'appoint']"
1.0,1.0,apartment,appartment,AH P AA R T M AH N T,apartment,AH P AA R T M AH N T,"['apartment', 'assortment', 'appointment', 'apartments', 'allotments', 'deportment', 'department', 'parchment', 'allotment', 'parmentier']"
1.0,1.0,apartments,appartments,AH P AA R T M AH N T S,apartments,AH P AA R T M AH N T S,"['apartments', 'appointments', 'apartment', 'departments', 'allotments', 'department', 'deportment', 'compartments']"
0.0,0.0,apologetics,apolegetics,AH P AA L AH JH EH T IH K S,apologetic,AH P AA L AH JH EH T IH K,"['apologetic', 'apologetically']"
1.0,1.0,apologies,appologies,AH P AA L AH JH IY Z,apologies,AH P AA L AH JH IY Z,"['apologies', 'apologize', 'apologise', 'analogies', 'prodigies', 'apology', 'apologized', 'apologised', 'pathologies', 'policies']"
1.0,1.0,apology,appology,AH P AA L AH JH IY,apology,AH P AA L AH JH IY,"['apology', 'ecology', 'ecology', 'ethology', 'otology', 'analogy', 'zoology', 'urology', 'geology', 'biology']"
1.0,1.0,appealing,appealling,AH P IY L IH NG,appealing,AH P IY L IH NG,"['appealing', 'appalling', 'annealing', 'appeasing', 'assailing', 'appearing', 'upswing', 'upswing', 'spelling', 'opposing']"
1.0,1.0,apparent,aparent,AH P EH R AH N T,apparent,AH P EH R AH N T,"['apparent', 'upfront', 'aberrant', 'appearance', 'opponent', 'entrant', 'present', 'pleasant', 'arrogant', 'unspent']"
0.0,0.0,apparent,apparant,AE P ER AH N T,afferent,AE F ER AH N T,"['afferent', 'operant', 'efferent', 'affiant', 'absent', 'appetite', 'apatite', 'parent', 'pliant', 'aspens']"
1.0,1.0,appearance,appearence,AH P IH R AH N S,appearance,AH P IH R AH N S,"['appearance', 'apparent', 'assurance', 'appliance', 'upfront', 'clearance', 'difference', 'presence', 'assyrian', 'provence']"
1.0,1.0,appearances,appearences,AH P IH R AH N S AH Z,appearances,AH P IH R AH N S AH Z,"['appearances', 'differences', 'provinces', 'reappearance', 'appearance']"
1.0,1.0,application,aplication,AE P L AH K EY SH AH N,application,AE P L AH K EY SH AH N,"['application', 'approbation', 'acclimation', 'acclamation', 'collocation', 'pollination', 'validation', 'applications', 'allocation', 'allegation']"
1.0,1.0,appreciate,apprieciate,AH P R IY S IY EY T,appreciate,AH P R IY SH IY EY T,"['appreciate', 'abbreviate', 'appreciates']"
1.0,1.0,approaches,approachs,AH P R OW CH IH Z,approaches,AH P R OW CH IH Z,"['approaches', 'approaching', 'oppresses', 'appraises', 'supposes', 'broaches', 'preaches', 'opposes', 'approached', 'porches']"
0.0,1.0,appropriate,appropiate,AH P R OW P IY EY T,appreciate,AH P R IY SH IY EY T,"['appreciate', 'procreate', 'appropriate', 'appropriate', 'appropriates']"
1.0,1.0,approximately,approximitely,AH P R AA K S AH M AH T L IY,approximately,AH P R AA K S AH M AH T L IY,"['approximately', 'approximates', 'approximate']"
1.0,1.0,approximately,aproximately,AH P R AA K S AH M AH T L IY,approximately,AH P R AA K S AH M AH T L IY,"['approximately', 'approximates', 'approximate']"
1.0,1.0,upon,apon,EY P AA N,upon,AH P AA N,"['upon', 'avon', 'spawn', 'spahn', 'spawn', 'econ', 'icon', 'ikon', 'icahn', 'open']"
1.0,1.0,arbitrarily,arbitarily,AA R B IH T EH R AH L IY,arbitrarily,AA R B IH T R EH R AH L IY,"['arbitrarily', 'arbitrary']"
0.0,1.0,arbitrary,arbitary,AA R B AH T EH R IY,arbitrate,AA R B AH T R EY T,"['arbitrate', 'arbitron', 'arbitron', 'cometary', 'monetary', 'solitary', 'budgetary', 'oratorio', 'arbitrary', 'arbitrary']"
0.0,0.0,archeologist,archeaologist,AA R K IY AA L AH JH IH S T,archaeologist,AA R K IY AA L AH JH IH S T,"['archaeologist', 'radiologist', 'archaeologists', 'cardiologist', 'oncologist', 'oncologists']"
